sample_id,Nc,PR,T2,TIT,EGT,Wf,eta_c,eta_t,W_net,SFC,P_setting,T_amb,mode,degradation,fault_channel,fault_magnitude
21,84.0,20.0,693.6058539236806,1360.0,655.8845347921107,15.653292434420964,0.8793344902927113,0.9002321613230667,214.47859080712118,72.9830067211596,0.6,273.15,normal,0.0,none,0.0
22,84.0,20.0,693.2321776951776,1360.0,655.8950724682575,15.662069917409056,0.8801166858091407,0.900218688596729,214.83506798595226,72.90276240391617,0.6,273.15,normal,0.0,none,0.0
23,84.0,20.0,692.8722454058801,1360.0,655.8912345018185,15.670524561577432,0.8808714287779482,0.9002235955487747,215.20374452394327,72.81715565053261,0.6,273.15,normal,0.0,none,0.0
24,84.0,20.0,692.963996118902,1360.0,656.013262597028,15.668369379467185,0.8806789135630719,0.9000675790694889,214.89075052398113,72.91318654368348,0.6,273.15,normal,0.0,none,0.0
25,84.0,20.0,693.1498907780621,1360.0,655.5723581815695,15.664002799299931,0.88028911939869,0.9006312882258386,215.5018321534344,72.68616996326682,0.6,273.15,normal,0.0,none,0.0
26,84.0,20.0,693.9847224609063,1360.0,656.3161499264139,15.644392986485665,0.8785428441801444,0.8996803287836427,213.31707410870234,73.33868164024028,0.6,273.15,normal,0.0,none,0.0
27,84.0,20.0,693.5125693841964,1360.0,656.5658169964922,15.655483645410365,0.8795296273457072,0.8993611221517567,213.34018073575118,73.38272420797124,0.6,273.15,normal,0.0,none,0.0
28,84.0,20.0,693.4192816327682,1360.0,654.8968529950984,15.65767493184686,0.8797248577487733,0.9014949413112344,216.4545266872562,72.33701771675034,0.6,273.15,normal,0.0,none,0.0
29,84.0,20.0,693.7016599016653,1360.0,655.3087817715369,15.651041995999215,0.8791341688843067,0.9009682783545915,215.42453762601895,72.6520858230631,0.6,273.15,normal,0.0,none,0.0
30,84.0,20.0,694.0928704919253,1360.0,656.3280493918194,15.641852638906508,0.8783171302283842,0.8996651149700142,213.18686703242338,73.37155827956117,0.6,273.15,normal,0.0,none,0.0
31,84.0,20.0,693.2101908147529,1360.0,655.6076064148804,15.662586379132248,0.880162753065105,0.9005862223313593,215.37742343282906,72.72157930711352,0.6,273.15,normal,0.0,none,0.0
32,84.0,20.0,692.9485932759872,1360.0,655.4456039289776,15.668731185173142,0.8807112265797928,0.9007933472352,215.9336160674544,72.56272307447705,0.6,273.15,normal,0.0,none,0.0
33,84.0,20.0,693.4544371542945,1360.0,656.4277473616966,15.656849144792192,0.8796512749277515,0.8995376482073355,213.64821878954177,73.28331232293245,0.6,273.15,normal,0.0,none,0.0
34,84.0,20.0,692.8786556106588,1360.0,656.2157479219178,15.670373988811214,0.8808579758812571,0.8998086956751185,214.6102469598511,73.01782748399148,0.6,273.15,normal,0.0,none,0.0
35,84.0,20.0,693.8978139003787,1360.0,656.952518666941,15.646434428657694,0.878724313676662,0.8988667127859965,212.25415540083196,73.71556236018154,0.6,273.15,normal,0.0,none,0.0
36,84.0,20.0,693.7273122406208,1360.0,655.6772658246103,15.650439434338578,0.8790805477139984,0.9004971607440538,214.73162668246562,72.8837185100901,0.6,273.15,normal,0.0,none,0.0
37,84.0,20.0,693.2198923147183,1360.0,655.5260572213583,15.662358495353697,0.8801424257360706,0.9006904853540678,215.51530055149948,72.67399787984438,0.6,273.15,normal,0.0,none,0.0
38,84.0,20.0,693.491961609125,1360.0,655.9421178599961,15.655967712582198,0.8795727473536634,0.9001585396910767,214.4888622031931,72.9919845336805,0.6,273.15,normal,0.0,none,0.0
39,84.0,20.0,692.9894164711511,1360.0,656.3080744934247,15.667772267067736,0.8806255903939674,0.8996906534602798,214.33195998169498,73.10049452450228,0.6,273.15,normal,0.0,none,0.0
40,84.0,20.0,693.069914751989,1360.0,656.5838440336252,15.665881399421547,0.8804567752375574,0.8993380740589334,213.75246129783255,73.2898292927418,0.6,273.15,normal,0.0,none,0.0
41,84.0,20.0,693.4612836691557,1360.0,656.364695301128,15.656688323302522,0.8796369461534349,0.8996182621060017,213.7553457319728,73.24583284543628,0.6,273.15,normal,0.0,none,0.0
42,84.0,20.0,693.8595854569717,1360.0,655.6852345620526,15.64733239723603,0.878804160354411,0.9004869724807856,214.58426877248894,72.9192894089826,0.6,273.15,normal,0.0,none,0.0
43,84.0,20.0,693.5121056325941,1360.0,656.0563472227473,15.655494538722516,0.8795305976597972,0.9000124941187277,214.2619569076213,73.06707529733035,0.6,273.15,normal,0.0,none,0.0
44,84.0,20.0,693.0584822734851,1360.0,655.7168656782635,15.666149943090975,0.880480746658906,0.90044653117603,215.332127107266,72.75342585218138,0.6,273.15,normal,0.0,none,0.0
45,84.0,20.0,692.9704451453683,1360.0,656.143149781375,15.668217894797353,0.8806653851089727,0.8999015145154906,214.6493073703174,72.99449547147255,0.6,273.15,normal,0.0,none,0.0
46,84.0,20.0,693.4900718675821,1360.0,656.1284709816704,15.656012101743135,0.8795767016879559,0.8999202817890937,214.1536338342628,73.10645082893897,0.6,273.15,normal,0.0,none,0.0
47,84.0,20.0,694.0950102399397,1360.0,657.1979767024565,15.641802377208379,0.8783126655660419,0.8985528875275769,211.61257604006283,73.91716820387389,0.6,273.15,normal,0.0,none,0.0
48,84.0,20.0,693.9203258493835,1360.0,656.8461148479331,15.645905633314701,0.8786773003876456,0.8990027531723985,212.42378757022408,73.65420705598896,0.6,273.15,normal,0.0,none,0.0
49,84.0,20.0,693.0971022414805,1360.0,656.7743387990216,15.665242777779879,0.8803997742267234,0.8990945209446399,213.38083291565073,73.41447947188553,0.6,273.15,normal,0.0,none,0.0
50,84.0,20.0,693.4685030900054,1360.0,655.0499296851257,15.65651874242245,0.8796218374459606,0.9012992282977861,216.12771352962716,72.44105111155136,0.6,273.15,normal,0.0,none,0.0
51,84.0,20.0,693.4580393315085,1360.0,655.4892725976654,15.656764531303818,0.8796437360289385,0.9007375155684672,215.34255897500492,72.70631781208246,0.6,273.15,normal,0.0,none,0.0
52,84.0,20.0,693.7340894800406,1360.0,656.2268022125178,15.650280240097212,0.8790663823199901,0.8997945624421324,213.7305431170555,73.22435067937809,0.6,273.15,normal,0.0,none,0.0
53,84.0,20.0,693.7419382022454,1360.0,656.331293780772,15.650095877217328,0.8790499779450894,0.8996609669240995,213.53368708132132,73.29099258824304,0.6,273.15,normal,0.0,none,0.0
54,84.0,20.0,692.8870744560321,1360.0,657.4171410026086,15.670176233999946,0.8808403081374574,0.8982726795768077,212.43078248489053,73.76603357902948,0.6,273.15,normal,0.0,none,0.0
55,84.0,20.0,693.0805752613918,1360.0,655.8801748765169,15.665630988951763,0.8804344236435458,0.9002377356023323,215.0143850089852,72.85852520191668,0.6,273.15,normal,0.0,none,0.0
56,84.0,20.0,693.5717358594331,1360.0,657.1971518342724,15.65409385208063,0.8794058500443032,0.8985539421456116,212.1399565806002,73.79135031609678,0.6,273.15,normal,0.0,none,0.0
57,84.0,20.0,693.2534456202781,1360.0,656.4802615459438,15.661570343616232,0.8800721295077139,0.8994705072909362,213.75526946825948,73.26869827619299,0.6,273.15,normal,0.0,none,0.0
58,84.0,20.0,693.1768224441506,1360.0,656.0490278537292,15.6633701868325,0.8802326762113547,0.9000218521455234,214.61215750321065,109.50766757615611,0.6,273.15,normal,0.0,SFC,36.5231248127846
59,84.0,20.0,692.524532643886,1360.0,656.25333118847,15.67869217466155,0.881601778891321,0.899760644372527,214.89816867880057,72.95870537685151,0.6,273.15,normal,0.0,none,0.0
60,84.0,20.0,693.7770963397713,1360.0,655.9258992672834,15.649270028714032,0.8789765025073781,0.9001792756349564,214.23164673939436,73.0483580129076,0.6,273.15,normal,0.0,none,0.0
61,84.0,20.0,693.182872910644,1360.0,655.0030326108462,15.663228064153389,0.8802199966839718,0.9013591875752405,216.49973396254313,72.3475626388682,0.6,273.15,normal,0.0,none,0.0
62,84.0,20.0,692.8895508878007,1360.0,655.7869932271562,15.67011806375506,0.8808351112459146,0.9003568710591495,215.37498579159933,72.75737247833297,0.6,273.15,normal,0.0,none,0.0
63,84.0,20.0,692.5904154862396,1360.0,656.9959090264422,15.677144616952885,0.8814633028912195,0.8988112369456772,213.4896989050731,73.43279182722362,0.6,273.15,normal,0.0,none,0.0
64,84.0,20.0,693.5935379527343,1360.0,656.7908397022004,15.653581730922097,0.8793602484672502,0.8990734240585945,212.85209527370523,73.54206079481271,0.6,273.15,normal,0.0,none,0.0
65,84.0,20.0,693.474068685275,1360.0,657.1428928400629,15.656388009145696,0.8796101901968443,0.8986233138524438,212.33611268610747,73.7339862310197,0.6,273.15,normal,0.0,none,0.0
66,84.0,20.0,692.9848585144035,1360.0,656.239930688289,15.667879331378389,0.8806351509468144,0.8997777773029012,214.45977646745058,73.05742638296728,0.6,273.15,normal,0.0,none,0.0
67,84.0,20.0,693.9912613371902,1360.0,656.8604533972882,15.644239391284888,0.8785291937054973,0.8989844209187925,212.3265879745037,73.68007718921879,0.6,273.15,normal,0.0,none,0.0
68,84.0,20.0,693.1382521224539,1360.0,655.4105798296102,15.664276185974844,0.8803135138474502,0.9008381265678944,215.80642494911592,72.58484630227417,0.6,273.15,normal,0.0,none,0.0
69,84.0,20.0,692.3367396456002,1360.0,653.7870455788449,15.68310334594301,0.8819967308916918,0.9029138624660074,219.555040388107,71.43130632856354,0.6,273.15,normal,0.0,none,0.0
70,84.0,20.0,693.0901214236786,1360.0,656.8400854918962,15.665406753983941,0.880414409433276,0.8990104618799681,213.26903808419928,73.45373193740006,0.6,273.15,normal,0.0,none,0.0
71,84.0,20.0,694.3082532819035,1360.0,655.8567292948949,15.636793396089445,0.8778679537192687,0.9002677114623439,213.822993565278,73.12961592839963,0.6,273.15,normal,0.0,none,0.0
72,84.0,20.0,693.676360409778,1360.0,656.3909906465686,15.65163626944427,0.8791870589046897,0.8995846427398203,213.4916463924372,73.31264025513046,0.6,273.15,normal,0.0,none,0.0
73,84.0,20.0,693.5803159672698,1360.0,656.1762388988543,15.653892309288157,0.8793879032009402,0.8998592091135836,213.9765369378178,73.15705045659854,0.6,273.15,normal,0.0,none,0.0
74,84.0,20.0,692.7795649773254,1360.0,655.9432841404895,15.672701582278552,0.8810659802307876,0.9001570485674454,215.20271064683436,72.82762161857137,0.6,273.15,normal,0.0,none,0.0
75,84.0,20.0,693.363630137846,1360.0,656.8761547767242,15.658982159903346,0.8798413651629613,0.8989643462471743,212.92898590266583,73.54086665805747,0.6,273.15,normal,0.0,none,0.0
76,84.0,20.0,694.0889469042144,1360.0,656.4464846083474,15.641944802179838,0.8783253170552956,0.8995136920909267,212.976658675828,73.4444088823295,0.6,273.15,normal,0.0,none,0.0
77,84.0,20.0,693.3135584869347,1360.0,654.6833352993359,15.66015831998669,0.8799462174491817,0.9017679299135799,216.9477321246024,72.18401486212537,0.6,273.15,normal,0.0,none,0.0
78,84.0,20.0,693.2256918645752,1360.0,655.2974709960217,15.662222266591138,0.8801302745214729,0.900982739511023,215.92336887406412,72.53602214647746,0.6,273.15,normal,0.0,none,0.0
79,84.0,20.0,693.5263932766579,1360.0,656.9929217751572,15.655158928525388,0.8795007044014609,0.898815056233583,212.5544380369641,73.65246791884388,0.6,273.15,normal,0.0,none,0.0
80,84.0,20.0,693.7491605688773,1360.0,656.6333541464595,15.649926227142181,0.8790348832377677,0.8992747739354643,212.98032447918513,73.48061970236913,0.6,273.15,normal,0.0,none,0.0
81,84.0,20.0,692.2741374543881,1360.0,656.708566051627,15.684573842663083,0.8821284697324352,0.8991786133207756,214.32678127810823,73.18065315557061,0.6,273.15,normal,0.0,none,0.0
82,84.0,20.0,692.8879412141587,1360.0,656.7723428513867,15.670155874249629,0.8808384892037363,0.899097072821913,213.59464678984915,73.3639916063399,0.6,273.15,normal,0.0,none,0.0
83,117.98130873235434,20.0,692.8435895214678,1360.0,655.765030562858,15.671197675141398,0.8809315730128743,0.9003849509661059,215.46092379832947,72.73336342792986,0.6,273.15,normal,0.0,Nc,33.98130873235434
84,84.0,20.0,693.3626763985983,1360.0,656.0980018412827,15.659004562800249,0.8798433621023419,0.8999592374738646,214.33678126625375,73.05794399958025,0.6,273.15,normal,0.0,none,0.0
85,84.0,20.0,693.6007272310129,1360.0,655.7172246646353,15.653412858077173,0.8793452123045706,0.9004460722014821,214.78652119656937,72.87893472491884,0.6,273.15,normal,0.0,none,0.0
86,84.0,20.0,693.5052144079511,1360.0,657.0247255058066,15.655656410424427,0.8795450165196592,0.8987743942362327,212.5182668990601,73.66734464223916,0.6,273.15,normal,0.0,none,0.0
87,84.0,20.0,693.8988918395469,1360.0,655.9311300569996,15.646409108361699,0.8787220624256804,0.9001725879177221,214.0997779137967,73.07998756851319,0.6,273.15,normal,0.0,none,0.0
88,84.0,20.0,692.5353253411968,1360.0,655.9409822406213,15.67843865915852,0.8815790912564104,0.9001599916135734,215.45233635144888,72.76987070394831,0.6,273.15,normal,0.0,none,0.0
89,84.0,20.0,693.3445286091829,1360.0,655.8425609226093,15.659430846038823,0.8798813616738901,0.9002858261396026,214.8171753287674,72.89654945919857,0.6,273.15,normal,0.0,none,0.0
90,84.0,20.0,692.66527990266,1360.0,655.8945297316104,15.675386086194381,0.8813060017417068,0.9002193825013639,215.405782316973,72.77142664224215,0.6,273.15,normal,0.0,none,0.0
91,84.0,20.0,693.4841599465203,1360.0,655.200837143674,15.656150970053687,0.8795890727691663,0.9011062887100599,215.8386219708051,72.53637382919995,0.6,273.15,normal,0.0,none,0.0
92,84.0,20.0,693.0832782997397,1360.0,654.8649298433089,15.665567495822403,0.8804287564384616,0.901535755991996,216.850056251694,72.24147305564753,0.6,273.15,normal,0.0,none,0.0
93,84.0,20.0,693.2004162487954,1360.0,657.0238364122501,15.662815979197397,0.8801832344372219,0.8987755309682796,212.82619523001773,73.59439923393536,0.6,273.15,normal,0.0,none,0.0
94,84.0,20.0,693.942096111171,1360.0,654.7748482535127,15.645394259863808,0.8786318408007543,0.9016509279322312,216.15019044400873,72.38205170083609,0.6,273.15,normal,0.0,none,0.0
95,84.0,20.0,692.466559568955,1360.0,656.2065302115398,15.680053935566207,0.8817236657207833,0.8998204807867174,215.04107488460255,72.91655300728287,0.6,273.15,normal,0.0,none,0.0
96,84.0,20.0,693.470904138455,1360.0,654.9230526468374,15.656462342897106,0.879616812678864,0.9014614442922422,216.35517305549052,72.36463136881666,0.6,273.15,normal,0.0,none,0.0
97,84.0,20.0,693.8170814507546,1360.0,656.7659291071221,15.648330796821117,0.8788929543179566,0.8991052729810441,212.6724517281021,73.57949123014404,0.6,273.15,normal,0.0,none,0.0
98,84.0,20.0,692.9809607889213,1360.0,656.3747593881766,15.667970887159848,0.880643326794689,0.8996053948771404,214.21987214538706,73.13967061154013,0.6,273.15,normal,0.0,none,0.0
99,84.0,20.0,693.2903248901296,1360.0,656.1939561419485,15.660704066505076,0.8799948781332799,0.8998365571014755,214.23593289472103,73.1002677977508,0.6,273.15,normal,0.0,none,0.0
100,84.0,20.0,693.1267733304581,1360.0,654.9652592950657,15.664545817526927,0.8803375745487989,0.9014074818613137,216.62455099768647,72.31195977271396,0.6,273.15,normal,0.0,none,0.0
101,84.0,20.0,693.2446360989379,1360.0,655.5624635559832,15.661777275226537,0.8800905849069017,0.9006439387932769,215.424525164623,72.7019231596687,0.6,273.15,normal,0.0,none,0.0
102,84.0,20.0,694.2689777043981,1360.0,656.1042245196395,15.63771596136683,0.877949827898969,0.8999512815980699,213.4146921883726,73.2738491479492,0.6,273.15,normal,0.0,none,0.0
103,84.0,20.0,693.6908486068253,1360.0,657.0194126013355,15.651295948349668,0.8791567697297071,0.8987811869395764,212.3413025214811,73.708203550114,0.6,273.15,normal,0.0,none,0.0
104,84.0,20.0,693.7075541046966,1360.0,656.3274537157074,15.650903543877055,0.8791218476330712,0.8996658765592992,213.57518717916986,73.2805329616656,0.6,273.15,normal,0.0,none,0.0
105,84.0,20.0,692.851055382854,1360.0,657.1035558964902,15.671022305486305,0.880915902542356,0.8986736072822604,213.03329472344842,73.56137605546505,0.6,273.15,normal,0.0,none,0.0
106,84.0,20.0,693.2732556797399,1360.0,656.4448120022075,15.661105014417702,0.8800306314925944,0.8995158305666664,213.79945246958937,73.25138036377957,0.6,273.15,normal,0.0,none,0.0
107,84.0,20.0,693.4443785910706,1360.0,655.2818136964065,15.657085415822694,0.879672326905638,0.9010027578253046,215.73194401190432,72.57657407916706,0.6,273.15,normal,0.0,none,0.0
108,84.0,20.0,693.0311244156949,1360.0,655.0200752159809,15.666792566605737,0.8805381154370039,0.9013373981074427,216.62136494064913,72.3233951133961,0.6,273.15,normal,0.0,none,0.0
109,84.0,20.0,693.3616580547986,1360.0,656.6104501302259,15.659028483228408,0.8798454943207501,0.8993040573883293,213.41116515797808,73.37492615082616,0.6,273.15,normal,0.0,none,0.0
110,84.0,20.0,693.3947835234158,1360.0,655.8764509185106,15.658250381184224,0.8797761411831195,0.9002424967912712,214.70534414299163,72.92902020527251,0.6,273.15,normal,0.0,none,0.0
111,84.0,20.0,693.2035951437967,1360.0,656.9142722640296,15.662741308413795,0.8801765733584537,0.8989156119277667,213.02094775187044,73.52676567122384,0.6,273.15,normal,0.0,none,0.0
112,84.0,20.0,693.2446815051975,994.5330497311866,655.887610977637,15.66177620865435,0.8800904897816278,0.9002282283301389,214.83600284475432,72.90107803752021,0.6,273.15,normal,0.0,TIT,-365.46695026881343
113,84.0,20.0,692.0893919976272,1360.0,654.5981478040042,15.688913428593773,0.8825174740375339,0.9018768446112817,218.33243566707046,71.8579141970339,0.6,273.15,normal,0.0,none,0.0
114,84.0,20.0,693.6956383751323,1360.0,656.2908960209376,15.65118343889195,0.8791467566494412,0.8997126166384508,213.65327252276052,73.25506066013861,0.6,273.15,normal,0.0,none,0.0
115,84.0,20.0,693.9877336544932,1360.0,656.5281402383783,15.644322254931266,0.878536557998163,0.8994092929860366,212.93075134112553,73.47140869224799,0.6,273.15,normal,0.0,none,0.0
116,84.0,20.0,693.1372544563815,1360.0,655.1229625725155,15.664299620692685,0.8803156050035903,0.9012058536208882,216.32831804499858,72.40984334484745,0.6,273.15,normal,0.0,none,0.0
117,84.0,20.0,693.636254241508,1360.0,656.5777593065956,15.652578344917249,0.8792709161622564,0.8993458535599322,213.19428933408153,73.41931340566637,0.6,273.15,normal,0.0,none,0.0
118,84.0,20.0,694.3155661368587,1360.0,656.1933484295882,15.636621620485146,0.8778527109702613,0.8998373340794551,213.20666459424672,73.34021030835586,0.6,273.15,normal,0.0,none,0.0
119,84.0,20.0,693.795720541314,1360.0,656.4802198717301,15.648832554773389,0.8789375855881404,0.899470560572634,213.21035851692,73.39621143937772,0.6,273.15,normal,0.0,none,0.0
120,84.0,20.0,731.8017707298154,1360.0,656.1398468217275,14.756087891002348,0.8791231392218324,0.8999057374457474,190.70479957212837,77.3765942132007,0.6,288.15,normal,0.0,none,0.0
121,84.0,20.0,732.2467487148241,1360.0,657.2135670960395,14.745635562500917,0.8782422716086433,0.898532954754609,188.31692151084246,78.30223351252016,0.6,288.15,normal,0.0,none,0.0
122,84.0,20.0,730.2899003402364,1360.0,657.0730754527274,14.791601032092142,0.8821292471120283,0.898712577418726,190.53731459544463,77.63099350643299,0.6,288.15,normal,0.0,none,0.0
123,84.0,20.0,731.9127841218177,1360.0,654.6293798508726,14.75348023740968,0.8789032144215454,0.9018369135283213,193.32831124126437,76.31308701082094,0.6,288.15,normal,0.0,none,0.0
124,84.0,20.0,729.9013863136067,1360.0,656.9824588636293,14.800727048143628,0.8829050671692404,0.8988284333711747,191.09147266254496,77.45362386881985,0.6,288.15,normal,0.0,none,0.0
125,84.0,20.0,731.5452468663901,1360.0,655.7989722328514,14.762113518739694,0.879631751043212,0.9003415555509405,191.5793329035257,77.05483308146555,0.6,288.15,normal,0.0,none,0.0
126,84.0,20.0,730.4907545283435,1360.0,656.8379885185408,14.786883059460438,0.8817286976444056,0.8990131429215718,190.76019107364078,77.51556011889363,0.6,288.15,normal,0.0,none,0.0
127,84.0,20.0,731.4832695849071,1360.0,655.4581258639586,14.76356933661723,0.8797547221540579,0.9007773375760618,192.25859443025615,76.79016576797493,0.6,288.15,normal,0.0,none,0.0
128,84.0,20.0,731.1408409277104,1360.0,656.3603294853929,14.771612828506509,0.8804347660744666,0.8996238439287699,190.9702851224206,77.3503208577043,0.6,288.15,normal,0.0,none,0.0
129,84.0,20.0,731.4271114346299,1360.0,657.1414925284953,14.764888465775316,0.879866177035484,0.89862510419163,189.2708340142941,78.0093168747819,0.6,288.15,normal,0.0,none,0.0
130,84.0,20.0,731.479689656046,1360.0,656.2744741261284,14.763653427502014,0.8797618262560254,0.8997336125099911,190.78499905371524,77.38372251869409,0.6,288.15,normal,0.0,none,0.0
131,84.0,20.0,731.2428006803316,1360.0,656.500467975614,14.769217840744808,0.8802321698896263,0.899444672781181,190.6144362315714,77.48215787183169,0.6,288.15,normal,0.0,none,0.0
132,84.0,20.0,731.1223396394978,1360.0,655.2740250649472,14.772047415269478,0.8804715385225451,0.9010127158178198,192.95469856881533,76.5570754422504,0.6,288.15,normal,0.0,none,0.0
133,84.0,20.0,731.2814338460097,1360.0,655.7909936448785,14.768310365426204,0.8801554293276684,0.9003517564083993,191.85890381395973,76.97485012082957,0.6,288.15,normal,0.0,none,0.0
134,84.0,20.0,731.3329316619852,1360.0,656.0660534742176,14.767100705380502,0.8800531553475779,0.9000000843930914,191.3094680164728,77.18959682700581,0.6,288.15,normal,0.0,none,0.0
135,84.0,20.0,731.7234106400379,1360.0,655.8185738890787,14.757928533522538,0.8792784419664571,0.9003164942616734,191.36480595153398,77.11934522202691,0.6,288.15,normal,0.0,none,0.0
136,84.0,20.0,731.4087051556382,1360.0,654.4289504929665,14.76532082081532,0.8799027134015865,0.9020931683089306,194.198278953025,76.03219194536184,0.6,288.15,normal,0.0,none,0.0
137,84.0,20.0,730.5686997444662,1360.0,655.7643300810297,14.785052162131853,0.8815733549024752,0.9003858465525565,192.62345573847267,76.75623981227763,0.6,288.15,normal,0.0,none,0.0
138,84.0,20.0,731.7443468976137,1360.0,656.9361907312867,14.757436750447544,0.8792369427903053,0.8988875885280166,189.32289012324776,77.94850765715951,0.6,288.15,normal,0.0,none,0.0
139,84.0,20.0,730.7605964913033,1360.0,655.860610502546,14.780544595681665,0.8811911429530889,0.9002627492251472,192.25636546606825,76.87935096375425,0.6,288.15,normal,0.0,none,0.0
140,84.0,20.0,731.1180104967799,1360.0,657.4306452418444,14.772149104843663,0.8804801434033916,0.8982554140130258,189.05930971504336,78.1349996840079,0.6,288.15,normal,0.0,none,0.0
141,84.0,20.0,730.8930913919534,1360.0,655.7106951798742,14.777432351316744,0.8809274384815582,0.9004544203382144,192.39451296190833,76.80797193131224,0.6,288.15,normal,0.0,none,0.0
142,84.0,20.0,731.9196737134363,1360.0,656.4349220238009,14.753318404066762,0.8788895693155855,0.8995284751925501,190.05268381760766,77.62751942101185,0.6,288.15,normal,0.0,none,0.0
143,84.0,20.0,731.2269209072994,1360.0,656.0250826410967,14.769590849320185,0.8802637172043565,0.9000524667983563,191.4901272258793,77.12977720202862,0.6,288.15,normal,0.0,none,0.0
144,84.0,20.0,731.5069017238987,1360.0,656.147062702311,14.763014228525925,0.8797078288141964,0.8998965117319341,190.98809082918007,77.29808787779328,0.6,288.15,normal,0.0,none,0.0
145,84.0,20.0,731.4866456942785,1360.0,655.946792903096,14.763490033358654,0.8797480226217931,0.9001525625121025,191.37074608295785,77.14601283395105,0.6,288.15,normal,0.0,none,0.0
146,84.0,20.0,730.6198256915037,1360.0,658.0736281891565,14.783851237116718,0.8814714919729931,0.8974333415590687,188.39961520959054,78.47070823722224,0.6,288.15,normal,0.0,none,0.0
